brand,model,vehicle_type,initial_battery_capacity_kwh,current_battery_capacity_kwh,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Initial_Mileage,Current_Mileage,Initial_Perf,Current_Perf,Resale_Value_L,Value_for_Money_Score
Mahindra,Mahindra XUV400,Car,39.4,26.62,67,375,150,116206,0,28223,2017,2025,2117146,371,356,8.4,8.29,514427,0.7
Tata,Tata Nexon EV,Car,40.0,37.23,93,312,120,30596,6,31176,2023,2025,1615865,309,292,8.64,7.92,1164671,1.2
Hyundai,Hyundai Kona Electric,Car,39.0,34.77,89,305,155,50750,5,22971,2022,2025,2520935,323,291,8.57,8.37,1531615,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,26.66,68,305,155,119288,0,29033,2017,2025,2074673,300,295,8.02,7.55,510042,0.6
TVS,TVS iQube,Bike,3.4,2.89,85,145,82,41800,5,10203,2022,2025,147021,151,120,8.34,7.32,85162,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,36.35,93,305,155,39944,6,25606,2023,2025,2485892,289,284,7.56,6.68,1794268,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.91,97,120,70,34427,7,7052,2024,2025,121336,126,107,7.85,6.97,103572,1.1
Ather,Ather 450X,Bike,3.7,2.67,72,150,90,111125,0,8270,2017,2025,173729,166,154,8.33,8.25,45086,0.6
Mahindra,Mahindra XUV400,Car,39.4,32.64,82,375,150,54417,4,23279,2021,2025,1840029,372,326,7.85,7.51,914132,0.9
Tata,Tata Nexon EV,Car,40.0,37.13,92,312,120,39928,6,24916,2023,2025,1454292,303,277,8.59,8.45,1045398,1.2
Mahindra,Mahindra XUV400,Car,39.4,29.88,75,375,150,84776,2,23599,2019,2025,1919186,365,365,8.86,8.75,675923,0.8
Bajaj,Bajaj Chetak,Bike,3.0,2.53,84,120,70,64180,3,7125,2020,2025,136859,134,104,8.97,8.11,60909,1.0
Tata,Tata Nexon EV,Car,40.0,33.2,83,312,120,54219,4,25908,2021,2025,1369532,330,325,8.61,7.32,681680,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,37.52,96,305,155,18949,7,26632,2024,2025,2505168,320,308,8.87,8.29,2120888,1.2
Tata,Tata Nexon EV,Car,40.0,38.33,95,312,120,33157,7,25916,2024,2025,1390164,325,313,7.84,6.72,1172269,1.2
Mahindra,Mahindra XUV400,Car,39.4,29.48,74,375,150,99069,2,29134,2019,2025,2021861,386,384,8.3,7.69,702552,0.8
MG,MG ZS EV,Car,50.0,36.49,72,419,140,90486,1,32433,2018,2025,2495067,423,413,8.23,7.6,744157,0.6
Ola,Ola S1 Pro,Bike,4.0,3.71,92,180,95,55835,4,8575,2021,2025,137818,164,149,8.88,7.57,76656,1.0
Ola,Ola S1 Pro,Bike,4.0,3.09,77,180,95,45829,5,3000,2022,2025,163033,197,175,8.67,7.66,85826,1.1
Ather,Ather 450X,Bike,3.7,3.45,93,150,90,26519,6,3000,2023,2025,156788,131,98,8.46,7.79,113212,1.2
TVS,TVS iQube,Bike,3.4,2.35,69,145,82,81509,3,11567,2020,2025,143752,151,104,8.4,7.39,52434,0.7
Ola,Ola S1 Pro,Bike,4.0,3.08,77,180,95,89936,3,3000,2020,2025,142845,171,135,7.7,6.8,58045,0.8
Ather,Ather 450X,Bike,3.7,2.73,73,150,90,66683,4,8743,2021,2025,160772,147,141,7.86,6.56,71138,0.8
MG,MG ZS EV,Car,50.0,45.88,91,419,140,40372,6,26549,2023,2025,2606303,403,396,8.3,7.07,1852011,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.19,73,120,70,91177,2,3000,2019,2025,125144,119,119,8.53,8.42,42425,0.8
Bajaj,Bajaj Chetak,Bike,3.0,2.41,80,120,70,67984,4,3608,2021,2025,121916,113,75,8.21,8.02,58733,0.9
Tata,Tata Nexon EV,Car,40.0,35.56,88,312,120,54441,5,14372,2022,2025,1413042,324,324,8.18,7.49,856061,1.0
TVS,TVS iQube,Bike,3.4,2.16,63,145,82,75044,1,3000,2018,2025,136091,159,109,8.1,8.05,35333,0.8
Ather,Ather 450X,Bike,3.7,2.94,79,150,90,93541,1,3000,2018,2025,166163,136,99,7.94,6.81,53958,0.8
TVS,TVS iQube,Bike,3.4,2.22,65,145,82,99950,1,9805,2018,2025,141298,131,87,7.61,6.2,37704,0.8
MG,MG ZS EV,Car,50.0,35.92,71,419,140,90940,1,23738,2018,2025,2299547,408,407,7.94,6.54,675129,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,26.65,68,305,155,108486,0,30727,2017,2025,2147335,304,297,8.4,7.99,527708,0.6
MG,MG ZS EV,Car,50.0,34.14,68,419,140,107432,0,22711,2017,2025,2553708,410,376,7.83,6.71,627084,0.7
Ather,Ather 450X,Bike,3.7,2.84,76,150,90,72336,3,13225,2020,2025,157460,147,118,7.55,6.93,63782,0.9
Tata,Tata Nexon EV,Car,40.0,38.54,96,312,120,29313,7,24575,2024,2025,1439562,327,297,7.99,7.88,1220575,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.91,97,120,70,37748,6,5404,2023,2025,129080,111,108,7.78,7.3,96960,1.0
Tata,Tata Nexon EV,Car,40.0,33.69,84,312,120,53784,4,35022,2021,2025,1365826,308,290,8.33,7.46,689869,1.0
MG,MG ZS EV,Car,50.0,34.15,68,419,140,99746,0,25765,2017,2025,2621330,419,378,8.13,7.85,643878,0.7
Hyundai,Hyundai Kona Electric,Car,39.0,31.0,79,305,155,65333,3,28386,2020,2025,2194152,289,261,8.73,7.64,920401,1.0
MG,MG ZS EV,Car,50.0,45.95,91,419,140,37568,6,33986,2023,2025,2619669,416,380,7.83,6.53,1864349,1.0
Ather,Ather 450X,Bike,3.7,3.67,99,150,90,25960,6,3000,2023,2025,168571,153,120,8.67,7.96,129482,1.2
MG,MG ZS EV,Car,50.0,45.62,91,419,140,45076,6,21865,2023,2025,2645183,416,415,8.31,7.6,1868987,1.1
Tata,Tata Nexon EV,Car,40.0,28.99,72,312,120,91399,1,35584,2018,2025,1540473,294,265,8.98,7.82,456269,0.8
Ola,Ola S1 Pro,Bike,4.0,3.49,87,180,95,85587,2,3000,2019,2025,153090,165,144,7.69,6.67,62030,0.9
Mahindra,Mahindra XUV400,Car,39.4,33.32,84,375,150,69952,4,26482,2021,2025,1849037,363,330,7.92,7.63,937745,0.9
TVS,TVS iQube,Bike,3.4,2.84,83,145,82,98658,1,7859,2018,2025,133160,134,124,8.59,7.19,45456,0.7
Ather,Ather 450X,Bike,3.7,2.85,77,150,90,105902,0,8175,2017,2025,148542,135,103,8.45,8.19,41148,0.7
Ather,Ather 450X,Bike,3.7,2.35,63,150,90,99706,1,3000,2018,2025,149295,150,140,8.92,7.74,38751,0.8
Mahindra,Mahindra XUV400,Car,39.4,37.93,96,375,150,22650,7,20639,2024,2025,2067744,381,333,8.78,8.15,1751725,1.2
TVS,TVS iQube,Bike,3.4,3.13,92,145,82,22041,7,6894,2024,2025,137551,160,133,8.21,8.11,111432,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.0,66,120,70,94381,1,9407,2018,2025,117624,130,110,7.54,6.48,32046,0.7
TVS,TVS iQube,Bike,3.4,3.19,93,145,82,22855,7,16914,2024,2025,135235,132,110,7.62,7.42,111656,1.2
TVS,TVS iQube,Bike,3.4,3.33,97,145,82,23596,7,15124,2024,2025,148243,153,152,7.68,6.76,127768,1.2
Bajaj,Bajaj Chetak,Bike,3.0,2.89,96,120,70,64832,3,9385,2020,2025,120954,120,72,7.62,6.83,61490,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.79,93,120,70,13387,7,4713,2024,2025,142706,125,89,8.03,7.56,116790,1.3
Mahindra,Mahindra XUV400,Car,39.4,26.92,68,375,150,122246,0,18220,2017,2025,1967760,382,353,8.59,7.6,483517,0.6
Ola,Ola S1 Pro,Bike,4.0,4.12,103,180,95,27008,7,12227,2024,2025,140885,196,146,8.57,7.39,127698,1.1
Mahindra,Mahindra XUV400,Car,39.4,29.46,74,375,150,81832,2,29123,2019,2025,2099117,391,382,8.26,8.16,728902,0.8
Bajaj,Bajaj Chetak,Bike,3.0,1.9,63,120,70,79224,2,10242,2019,2025,128813,114,112,8.34,7.71,37886,0.9
Ola,Ola S1 Pro,Bike,4.0,2.87,71,180,95,113657,0,5253,2017,2025,145880,179,158,8.63,7.25,37642,0.8
Mahindra,Mahindra XUV400,Car,39.4,33.17,84,375,150,54547,4,30302,2021,2025,2101096,376,368,8.98,8.59,1060781,0.9
TVS,TVS iQube,Bike,3.4,3.09,90,145,82,31723,6,3000,2023,2025,135182,132,131,8.54,7.07,95140,1.1
Ather,Ather 450X,Bike,3.7,3.53,95,150,90,56801,5,8539,2022,2025,152174,137,134,7.68,7.53,98937,1.0
TVS,TVS iQube,Bike,3.4,3.58,105,145,82,45665,6,9354,2023,2025,149590,137,134,7.64,6.97,121975,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,34.42,88,305,155,54942,5,24221,2022,2025,2265422,310,278,7.53,6.08,1362521,0.9
TVS,TVS iQube,Bike,3.4,3.12,91,145,82,49206,4,5508,2021,2025,142545,137,124,8.73,7.56,78443,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,34.63,88,305,155,53735,5,26824,2022,2025,2090035,295,251,7.65,6.4,1264705,0.9
MG,MG ZS EV,Car,50.0,47.74,95,419,140,7370,7,20808,2024,2025,2720525,432,429,8.8,8.48,2285850,1.1
Mahindra,Mahindra XUV400,Car,39.4,37.42,94,375,150,16675,7,10459,2024,2025,2132049,382,380,7.55,7.53,1781916,1.1
Mahindra,Mahindra XUV400,Car,39.4,37.76,95,375,150,19647,7,29216,2024,2025,2130755,388,387,8.62,8.55,1797016,1.2
Ather,Ather 450X,Bike,3.7,2.68,72,150,90,61864,4,4391,2021,2025,153497,140,118,8.5,7.93,66675,0.9
Mahindra,Mahindra XUV400,Car,39.4,34.73,88,375,150,46442,5,28178,2022,2025,2056170,385,355,8.73,8.68,1235138,0.9
TVS,TVS iQube,Bike,3.4,2.52,74,145,82,71319,3,11326,2020,2025,142821,144,117,8.16,6.95,55863,0.8
Bajaj,Bajaj Chetak,Bike,3.0,2.2,73,120,70,82029,3,7533,2020,2025,134061,133,91,7.66,6.7,51882,0.8
Mahindra,Mahindra XUV400,Car,39.4,35.91,91,375,150,42507,6,27772,2023,2025,2038021,381,331,7.8,7.52,1438444,1.0
TVS,TVS iQube,Bike,3.4,2.04,60,145,82,102427,0,11712,2017,2025,143636,165,144,7.59,6.84,30993,0.6
Ather,Ather 450X,Bike,3.7,2.96,80,150,90,77859,2,9688,2019,2025,154643,156,151,8.42,7.82,57453,0.8
Ather,Ather 450X,Bike,3.7,3.44,92,150,90,44788,4,6616,2021,2025,166724,164,150,7.59,6.86,92957,0.9
Bajaj,Bajaj Chetak,Bike,3.0,2.15,71,120,70,112664,0,12112,2017,2025,131363,118,111,8.01,6.95,33857,0.7
Hyundai,Hyundai Kona Electric,Car,39.0,26.26,67,305,155,107700,0,37797,2017,2025,2222878,311,276,8.33,6.86,538278,0.7
Ola,Ola S1 Pro,Bike,4.0,3.33,83,180,95,77380,1,11235,2018,2025,149882,184,171,8.76,7.87,50993,0.7
TVS,TVS iQube,Bike,3.4,2.59,76,145,82,97918,1,11481,2018,2025,137693,131,116,7.73,6.92,42865,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.47,82,120,70,74944,2,6973,2019,2025,122479,136,108,8.53,7.84,46830,0.8
Ola,Ola S1 Pro,Bike,4.0,2.45,61,180,95,114752,0,13653,2017,2025,164858,192,145,8.83,8.04,36314,0.7
Tata,Tata Nexon EV,Car,40.0,28.72,71,312,120,91039,1,17423,2018,2025,1400868,325,322,7.9,7.28,411055,0.7
Ola,Ola S1 Pro,Bike,4.0,2.91,72,180,95,96241,1,5641,2018,2025,158308,165,156,7.77,6.67,47066,0.8
Bajaj,Bajaj Chetak,Bike,3.0,2.01,67,120,70,94007,1,5069,2018,2025,138238,100,83,8.68,8.14,37851,0.6
Tata,Tata Nexon EV,Car,40.0,26.91,67,312,120,107954,0,22993,2017,2025,1394451,313,273,7.52,6.47,337379,0.7
Tata,Tata Nexon EV,Car,40.0,36.83,92,312,120,38511,6,24702,2023,2025,1353903,317,271,8.45,7.56,965371,1.0
Tata,Tata Nexon EV,Car,40.0,30.14,75,312,120,77035,2,26031,2019,2025,1436489,327,289,7.81,6.38,502668,0.8
Mahindra,Mahindra XUV400,Car,39.4,28.44,72,375,150,89611,1,25014,2018,2025,1869784,377,373,8.17,7.3,551573,0.7
Ather,Ather 450X,Bike,3.7,2.95,79,150,90,56976,4,14452,2021,2025,166435,160,145,8.83,7.35,79578,0.9
Mahindra,Mahindra XUV400,Car,39.4,36.15,91,375,150,20397,6,36064,2023,2025,1837104,384,381,8.0,7.73,1305302,1.0
Ola,Ola S1 Pro,Bike,4.0,2.69,67,180,95,98265,0,7269,2017,2025,163098,196,163,8.53,7.33,39445,0.7
TVS,TVS iQube,Bike,3.4,2.27,66,145,82,82897,3,7986,2020,2025,133248,153,114,8.71,7.31,46948,0.8
Ather,Ather 450X,Bike,3.7,3.75,101,150,90,50223,5,11654,2022,2025,173209,158,135,8.78,7.67,119632,1.1
Ola,Ola S1 Pro,Bike,4.0,3.2,80,180,95,59408,4,18018,2021,2025,142558,180,147,8.01,6.86,68393,1.0
Hyundai,Hyundai Kona Electric,Car,39.0,35.73,91,305,155,49894,6,24545,2023,2025,2266985,310,262,7.96,7.53,1608356,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,35.64,91,305,155,37178,6,25095,2023,2025,2170839,325,317,7.95,7.45,1536264,1.1
MG,MG ZS EV,Car,50.0,47.67,95,419,140,18944,7,31600,2024,2025,2400129,438,396,7.62,6.53,2013689,1.1
Bajaj,Bajaj Chetak,Bike,3.0,1.8,60,120,70,92581,1,5386,2018,2025,137695,129,123,7.73,6.61,33763,0.8
Ola,Ola S1 Pro,Bike,4.0,2.59,64,180,95,120727,0,6714,2017,2025,145060,171,164,8.12,6.79,33779,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,33.21,85,305,155,78164,4,26296,2021,2025,2334169,319,308,8.56,7.25,1191975,0.9
Mahindra,Mahindra XUV400,Car,39.4,29.91,75,375,150,74076,2,24984,2019,2025,2185462,386,378,8.41,7.03,770476,0.7
Ola,Ola S1 Pro,Bike,4.0,3.13,78,180,95,49612,5,3320,2022,2025,150484,175,127,8.85,8.82,80245,1.0
Mahindra,Mahindra XUV400,Car,39.4,34.92,88,375,150,50407,5,25651,2022,2025,2195239,381,341,7.67,7.56,1325891,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.23,74,120,70,108324,0,3000,2017,2025,131386,117,84,8.93,8.73,35123,0.7
Ather,Ather 450X,Bike,3.7,2.68,72,150,90,57476,4,8620,2021,2025,175543,162,132,8.81,8.42,76251,0.9
MG,MG ZS EV,Car,50.0,46.21,92,419,140,30528,6,28065,2023,2025,2571544,407,376,8.79,7.35,1840455,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.09,69,120,70,104836,0,3866,2017,2025,135865,110,82,8.59,7.91,34040,0.7
MG,MG ZS EV,Car,50.0,34.06,68,419,140,108562,0,32497,2017,2025,2684915,430,427,7.97,6.71,657758,0.7
Mahindra,Mahindra XUV400,Car,39.4,27.28,69,375,150,109895,0,27253,2017,2025,1854664,380,343,8.93,8.38,461822,0.7
Tata,Tata Nexon EV,Car,40.0,38.72,96,312,120,26708,7,15649,2024,2025,1498919,319,309,7.86,7.59,1276839,1.1
Ather,Ather 450X,Bike,3.7,2.34,63,150,90,109491,0,3000,2017,2025,147602,145,106,8.82,8.63,33571,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,34.14,87,305,155,49591,5,26858,2022,2025,2332664,324,318,7.96,7.36,1391550,1.0
Mahindra,Mahindra XUV400,Car,39.4,34.94,88,375,150,54134,5,33047,2022,2025,2006771,384,344,8.62,7.79,1212753,1.0
TVS,TVS iQube,Bike,3.4,2.39,70,145,82,100759,1,8466,2018,2025,147260,128,85,8.55,7.83,42304,0.7
Ather,Ather 450X,Bike,3.7,3.34,90,150,90,73157,3,13546,2020,2025,165033,163,147,8.39,7.3,78619,0.8
Ather,Ather 450X,Bike,3.7,3.33,90,150,90,38192,6,10757,2023,2025,154143,150,120,7.87,7.07,107431,1.1
Mahindra,Mahindra XUV400,Car,39.4,28.83,73,375,150,99051,1,35015,2018,2025,2179750,395,391,8.04,6.79,651829,0.7
Ola,Ola S1 Pro,Bike,4.0,3.76,94,180,95,54111,5,8409,2022,2025,155410,179,139,8.7,8.17,99553,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.76,92,120,70,77764,2,7682,2019,2025,125499,111,104,7.77,6.48,53619,0.8
Mahindra,Mahindra XUV400,Car,39.4,34.96,88,375,150,64300,5,28587,2022,2025,2001055,361,317,7.92,7.77,1209991,1.0
TVS,TVS iQube,Bike,3.4,2.86,84,145,82,53072,4,6455,2021,2025,140781,155,108,8.36,7.79,71016,0.9
Ola,Ola S1 Pro,Bike,4.0,3.01,75,180,95,106134,0,13854,2017,2025,156089,188,151,8.73,8.48,42241,0.7
Ola,Ola S1 Pro,Bike,4.0,3.2,80,180,95,101550,2,5367,2019,2025,157301,185,154,8.3,7.82,58440,0.7
Tata,Tata Nexon EV,Car,40.0,30.49,76,312,120,81042,2,30294,2019,2025,1626310,301,295,8.7,7.26,575700,0.7
Tata,Tata Nexon EV,Car,40.0,33.42,83,312,120,59924,4,17371,2021,2025,1444531,325,307,8.84,8.05,723775,0.9
Ather,Ather 450X,Bike,3.7,2.63,71,150,90,101834,0,10283,2017,2025,164772,170,131,7.63,6.48,42121,0.8
Mahindra,Mahindra XUV400,Car,39.4,29.74,75,375,150,86850,2,28280,2019,2025,1877941,373,333,7.98,7.54,658298,0.8
Ather,Ather 450X,Bike,3.7,3.11,84,150,90,37376,6,10375,2023,2025,170597,147,97,7.84,6.51,111044,1.1
Ather,Ather 450X,Bike,3.7,3.74,101,150,90,45800,5,3897,2022,2025,175866,170,159,8.72,8.66,121143,1.1
MG,MG ZS EV,Car,50.0,46.23,92,419,140,21211,6,22987,2023,2025,2487678,404,403,8.67,7.68,1781202,1.0
Tata,Tata Nexon EV,Car,40.0,26.78,66,312,120,100929,0,21296,2017,2025,1437852,322,308,7.77,6.7,346199,0.6
MG,MG ZS EV,Car,50.0,48.34,96,419,140,26192,7,23337,2024,2025,2522022,419,373,7.95,7.87,2145695,1.1
Bajaj,Bajaj Chetak,Bike,3.0,2.38,79,120,70,101332,1,3090,2018,2025,139987,100,80,8.4,7.58,45386,0.7
MG,MG ZS EV,Car,50.0,39.6,79,419,140,67416,3,23083,2020,2025,2303137,402,378,8.55,7.97,962627,0.9
MG,MG ZS EV,Car,50.0,48.31,96,419,140,34234,7,16902,2024,2025,2425998,399,364,8.66,8.46,2062719,1.2
Mahindra,Mahindra XUV400,Car,39.4,33.39,84,375,150,54613,4,19646,2021,2025,2174811,372,349,7.63,6.33,1105280,1.0
TVS,TVS iQube,Bike,3.4,2.63,77,145,82,52057,4,5178,2021,2025,149008,146,101,7.87,6.71,69122,0.9
TVS,TVS iQube,Bike,3.4,2.97,87,145,82,68322,3,3000,2020,2025,132635,158,154,8.92,8.46,61143,0.9
MG,MG ZS EV,Car,50.0,47.71,95,419,140,25928,7,21808,2024,2025,2337524,413,394,7.87,6.6,1962809,1.1
Tata,Tata Nexon EV,Car,40.0,35.05,87,312,120,38975,5,29809,2022,2025,1441254,302,273,7.98,7.25,860630,1.0
Tata,Tata Nexon EV,Car,40.0,32.1,80,312,120,68427,3,22987,2020,2025,1585709,317,299,7.79,6.34,671555,0.8
Ather,Ather 450X,Bike,3.7,3.39,91,150,90,11924,7,21960,2024,2025,145796,150,132,7.57,6.39,117550,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,35.38,90,305,155,35752,6,25494,2023,2025,2267541,311,262,7.97,7.7,1592992,1.0
Mahindra,Mahindra XUV400,Car,39.4,27.17,68,375,150,99430,0,19023,2017,2025,1835968,368,346,8.28,7.51,455323,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,28.19,72,305,155,80239,1,23922,2018,2025,2422352,293,249,8.5,7.58,715560,0.8
TVS,TVS iQube,Bike,3.4,2.72,80,145,82,54736,4,7283,2021,2025,126770,151,107,7.78,7.01,60818,0.9
Tata,Tata Nexon EV,Car,40.0,28.83,72,312,120,97425,1,22341,2018,2025,1635430,327,312,8.65,7.89,481720,0.7
Tata,Tata Nexon EV,Car,40.0,36.42,91,312,120,34887,6,31948,2023,2025,1399375,315,266,8.07,7.5,986686,1.0
Ather,Ather 450X,Bike,3.7,3.37,91,150,90,31923,7,5708,2024,2025,171909,167,137,8.68,7.82,137787,1.1
TVS,TVS iQube,Bike,3.4,2.83,83,145,82,36031,6,8763,2023,2025,146584,164,147,7.78,7.42,94484,1.0
MG,MG ZS EV,Car,50.0,44.5,89,419,140,45137,5,25000,2022,2025,2665394,408,399,7.75,6.85,1616588,1.1
Ola,Ola S1 Pro,Bike,4.0,4.04,101,180,95,23780,6,3000,2023,2025,143402,178,146,7.62,6.83,112161,1.0
Mahindra,Mahindra XUV400,Car,39.4,27.02,68,375,150,110995,0,21968,2017,2025,2146829,392,371,8.13,7.09,529478,0.7
Ather,Ather 450X,Bike,3.7,3.25,87,150,90,36095,7,20909,2024,2025,166189,148,103,7.93,6.8,128459,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.98,99,120,70,39631,6,4492,2023,2025,129598,132,98,7.86,6.65,99691,1.1
Mahindra,Mahindra XUV400,Car,39.4,31.31,79,375,150,71212,3,29205,2020,2025,2134070,357,332,8.44,8.26,894970,0.8
Ather,Ather 450X,Bike,3.7,3.01,81,150,90,95693,1,3000,2018,2025,145819,130,89,7.92,6.97,48479,0.7
Ather,Ather 450X,Bike,3.7,3.86,104,150,90,35416,6,5176,2023,2025,167799,151,105,8.51,8.13,135562,1.2
Bajaj,Bajaj Chetak,Bike,3.0,2.67,89,120,70,32237,6,3000,2023,2025,129021,106,86,8.63,8.24,88923,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,35.75,91,305,155,52916,6,22945,2023,2025,2077903,311,264,8.83,7.69,1475034,0.9
Mahindra,Mahindra XUV400,Car,39.4,26.49,67,375,150,101323,0,32519,2017,2025,1889225,363,336,7.66,6.64,456804,0.6
Hyundai,Hyundai Kona Electric,Car,39.0,30.77,78,305,155,74941,3,27089,2020,2025,2260755,291,258,8.36,8.02,941303,0.9
Mahindra,Mahindra XUV400,Car,39.4,36.23,91,375,150,31935,6,22066,2023,2025,1886068,365,350,8.21,7.37,1343058,1.0
Ather,Ather 450X,Bike,3.7,2.7,72,150,90,109594,0,3964,2017,2025,158834,140,102,8.86,7.71,41683,0.6
Mahindra,Mahindra XUV400,Car,39.4,32.89,83,375,150,54496,4,27111,2021,2025,2027944,394,374,8.24,7.13,1015206,1.0
Bajaj,Bajaj Chetak,Bike,3.0,2.46,82,120,70,52434,5,8220,2022,2025,134702,127,93,7.87,6.48,75272,1.0
Tata,Tata Nexon EV,Car,40.0,36.92,92,312,120,37985,6,31566,2023,2025,1591274,329,295,8.17,6.7,1137396,1.0
Tata,Tata Nexon EV,Car,40.0,33.63,84,312,120,66079,4,23855,2021,2025,1640406,323,322,8.22,7.71,827082,1.0
Ola,Ola S1 Pro,Bike,4.0,3.13,78,180,95,68106,4,12863,2021,2025,146352,166,144,8.97,7.98,68677,0.9
TVS,TVS iQube,Bike,3.4,2.55,75,145,82,48628,5,8486,2022,2025,129552,149,106,8.6,8.28,66214,1.1
Mahindra,Mahindra XUV400,Car,39.4,35.08,89,375,150,55427,5,21064,2022,2025,1850342,366,335,7.96,7.26,1122699,0.9
MG,MG ZS EV,Car,50.0,39.51,79,419,140,63250,3,26467,2020,2025,2478253,417,391,8.38,7.93,1033465,0.8
MG,MG ZS EV,Car,50.0,47.89,95,419,140,17472,7,32218,2024,2025,2418809,433,400,8.79,8.01,2038727,1.2
MG,MG ZS EV,Car,50.0,48.41,96,419,140,14676,7,31988,2024,2025,2333963,411,386,7.58,7.48,1988573,1.1
TVS,TVS iQube,Bike,3.4,2.65,77,145,82,103600,2,8039,2019,2025,139596,148,100,8.74,8.04,50528,0.9
Ather,Ather 450X,Bike,3.7,3.43,92,150,90,56642,4,10304,2021,2025,155892,137,106,8.45,7.72,86665,1.1
Ather,Ather 450X,Bike,3.7,3.34,90,150,90,37432,6,8032,2023,2025,165934,155,129,8.82,8.74,115996,1.0
Tata,Tata Nexon EV,Car,40.0,27.07,67,312,120,112210,0,23301,2017,2025,1637493,310,304,8.66,7.97,398537,0.7
TVS,TVS iQube,Bike,3.4,2.89,85,145,82,14673,7,6739,2024,2025,146183,134,96,8.21,7.65,109344,1.1
Mahindra,Mahindra XUV400,Car,39.4,28.42,72,375,150,82104,1,30362,2018,2025,2048893,363,347,8.57,7.62,603984,0.7
Ather,Ather 450X,Bike,3.7,3.0,81,150,90,40809,5,4082,2022,2025,163941,150,113,8.89,8.47,90584,1.1
Hyundai,Hyundai Kona Electric,Car,39.0,28.53,73,305,155,99331,1,17523,2018,2025,2478340,311,276,8.62,8.0,740929,0.8
MG,MG ZS EV,Car,50.0,40.49,80,419,140,73924,3,26360,2020,2025,2320629,429,423,9.0,8.31,991737,0.8
MG,MG ZS EV,Car,50.0,35.65,71,419,140,101817,1,26246,2018,2025,2443680,412,391,8.0,6.7,712053,0.6
TVS,TVS iQube,Bike,3.4,2.55,75,145,82,90210,1,11082,2018,2025,129300,136,132,7.71,6.23,39631,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.98,99,120,70,62237,4,6751,2021,2025,137758,108,74,8.82,8.38,82062,1.0
Mahindra,Mahindra XUV400,Car,39.4,37.9,96,375,150,22884,7,20703,2024,2025,1846501,362,343,8.38,7.85,1563058,1.1
MG,MG ZS EV,Car,50.0,38.18,76,419,140,87438,2,21543,2019,2025,2515962,427,381,8.4,8.0,892207,0.7
Bajaj,Bajaj Chetak,Bike,3.0,2.08,69,120,70,77186,2,3277,2019,2025,131551,125,86,8.88,8.63,42357,0.8
Tata,Tata Nexon EV,Car,40.0,34.77,86,312,120,45930,5,25885,2022,2025,1355693,301,260,8.38,7.01,803071,0.9
Hyundai,Hyundai Kona Electric,Car,39.0,28.49,73,305,155,96203,1,24171,2018,2025,2309863,308,258,8.22,7.41,689592,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,33.95,87,305,155,50087,5,23624,2022,2025,2397465,317,273,7.69,7.68,1422248,1.0
MG,MG ZS EV,Car,50.0,37.71,75,419,140,73510,2,23058,2019,2025,2495159,437,401,8.11,7.39,873938,0.9
Tata,Tata Nexon EV,Car,40.0,35.19,87,312,120,45670,5,24638,2022,2025,1383889,307,272,7.92,7.64,829676,1.0
Mahindra,Mahindra XUV400,Car,39.4,35.88,91,375,150,39524,6,31621,2023,2025,1938463,369,335,8.62,7.17,1367033,1.0
Mahindra,Mahindra XUV400,Car,39.4,26.33,66,375,150,107395,0,19558,2017,2025,2046406,359,320,8.28,7.78,491821,0.7
Ather,Ather 450X,Bike,3.7,3.54,95,150,90,39102,6,3505,2023,2025,167562,149,118,8.26,7.82,124148,1.1
Tata,Tata Nexon EV,Car,40.0,29.03,72,312,120,94746,1,19372,2018,2025,1381023,317,313,8.49,8.42,409606,0.8
Hyundai,Hyundai Kona Electric,Car,39.0,32.75,83,305,155,62067,4,27242,2021,2025,2268882,290,243,8.9,8.57,1142587,0.9
Bajaj,Bajaj Chetak,Bike,3.0,1.89,63,120,70,107327,0,4516,2017,2025,117413,130,98,8.41,7.25,26602,0.6
